	taxon	reads_consensus	relative_abundance
166	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_mycoides	7	0.0
167	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._Pen4	4	0.0
168	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._Mirounga_ES2805-ORL	1	0.0
169	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._(ex_Biomphalaria_glabrata)	3	0.0
170	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._SG1	2	0.0
171	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._1018B	3	0.0
172	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._005V	1	0.0
173	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._3686d	0	0.0
174	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._1654_15	3	0.0
175	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._VS42A	1	0.0
176	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._6243	4	0.0
177	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._Ms02	5	0.0
178	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._OR1901	4	0.0
179	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._NEAQ87857	2	0.0
180	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._888	1	0.0
181	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._P36-A1	8	0.0
182	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._E35C	3	0.0
183	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales	259	0.004
184	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|g__Williamsoniiplasma	7	0.0
185	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|g__Williamsoniiplasma|s__Williamsoniiplasma_luminosum	3	0.0
186	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|g__Williamsoniiplasma|s__Williamsoniiplasma_somnilux	4	0.0
187	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae	33	0.001
188	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma	3	0.0
189	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Entomoplasma_freundtii	3	0.0
190	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma	32	0.0
191	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_melaleucae	2	0.0
192	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_entomophilum	1	0.0
193	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_tabanidae	2	0.0
194	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_coleopterae	3	0.0
195	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_chauliocola	5	0.0
196	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_lactucae	4	0.0
197	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_syrphidae	4	0.0
198	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_florum	6	0.0
199	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae	213	0.003
200	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma	214	0.003
201	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Colias_croceus	0	0.0
202	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_chinense	3	0.0
203	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Dasysyrphus_albostriatus	0	0.0
204	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Panzeria_rudis	0	0.0
205	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Tipula_paludosa	0	0.0
206	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Sarcophaga_carnaria	0	0.0
207	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Poecilobothrus_nobilitatus	1	0.0
208	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Monopis_laevigella	0	0.0
209	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Zeiraphera_isertana	1	0.0
210	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Lasioglossum_malachurum	1	0.0
211	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Eupeodes_luniger	1	0.0
212	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Polydrusus_cervinus	1	0.0
213	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Dromius_quadrimaculatus	1	0.0
214	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Ammophila_pubescens	2	0.0
215	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Nebria_brevicollis	2	0.0
216	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_ixodetis	2	0.0
217	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_kunkelii	3	0.0
218	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_turonicum	2	0.0
219	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_phoeniceum	2	0.0
220	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_citri	2	0.0
221	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_corruscae	5	0.0
222	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_helicoides	3	0.0
223	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_diminutum	2	0.0
224	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_monobiae	5	0.0
225	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_poulsonii	4	0.0
226	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_culicicola	3	0.0
227	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_floricola	4	0.0
228	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_syrphidicola	3	0.0
229	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_platyhelix	2	0.0
230	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_chrysopicola	4	0.0
231	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_alleghenense	4	0.0
232	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_taiwanense	4	0.0
233	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_gladiatoris	2	0.0
234	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_tabanidicola	4	0.0
235	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_apis	2	0.0
236	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_cantharicola	3	0.0
237	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_mirum	3	0.0
238	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_eriocheiris	3	0.0
239	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_litorale	6	0.0
240	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sabaudiense	3	0.0
241	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_clarkii	3	0.0
242	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Notiophilus_biguttatus	1	0.0
243	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Amphimallon_solstitiale	1	0.0
244	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Asaphidion_curtum	1	0.0
245	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Phyllotreta_cruciferae	1	0.0
246	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_'Nebria_riversi'	0	0.0
247	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Glossina_fuscipes_fuscipes	2	0.0
248	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Lonchoptera_lutea	0	0.0
249	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Aleiodes_alternator	0	0.0
250	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Virgichneumon_dumeticola	5	0.0
251	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Acasis_viretata	1	0.0
252	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Apeira_syringaria	1	0.0
253	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Panorpa_germanica	1	0.0
254	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Diplazon_laetatorius	2	0.0
255	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Polydrusus_pterygomalis	3	0.0
256	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Anurida_maritima	4	0.0
257	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Cantharis_nigra	3	0.0
258	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Cantharis_rufa	0	0.0
259	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Dioctria_linearis	2	0.0
260	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._BIUS-1	2	0.0
261	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Clivina_fossor	3	0.0
262	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Seladonia_tumulorum	2	0.0
263	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Agriotes_lineatus	2	0.0
264	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._SV19	5	0.0
265	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Polydrusus_formosus	3	0.0
266	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Stenodema_calcarata	4	0.0
267	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._TIUS-1	5	0.0
268	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Othius_punctulatus	3	0.0
269	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Atherix_ibis	2	0.0
270	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Labia_minor	6	0.0
271	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Crioceris_asparagi	4	0.0
272	k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Aspidapion_aeneum	7	0.0
273	k__Bacillati|p__Vulcanimicrobiota	1002	0.016
274	k__Bacillati|p__Vulcanimicrobiota|c__Vulcanimicrobiia	1007	0.016
275	k__Bacillati|p__Vulcanimicrobiota|c__Vulcanimicrobiia|o__Vulcanimicrobiales	992	0.015
276	k__Bacillati|p__Vulcanimicrobiota|c__Vulcanimicrobiia|o__Vulcanimicrobiales|f__Vulcanimicrobiaceae	1000	0.016
277	k__Bacillati|p__Vulcanimicrobiota|c__Vulcanimicrobiia|o__Vulcanimicrobiales|f__Vulcanimicrobiaceae|g__Vulcanimicrobium	996	0.016
278	k__Bacillati|p__Vulcanimicrobiota|c__Vulcanimicrobiia|o__Vulcanimicrobiales|f__Vulcanimicrobiaceae|g__Vulcanimicrobium|s__Vulcanimicrobium_alpinum	1007	0.016
279	k__Bacillati|p__Armatimonadota	1656	0.026
280	k__Bacillati|p__Armatimonadota|c__Chthonomonadia	149	0.002
281	k__Bacillati|p__Armatimonadota|c__Chthonomonadia|o__Chthonomonadales	144	0.002
282	k__Bacillati|p__Armatimonadota|c__Chthonomonadia|o__Chthonomonadales|f__Chthonomonadaceae	145	0.002
283	k__Bacillati|p__Armatimonadota|c__Chthonomonadia|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas	144	0.002
284	k__Bacillati|p__Armatimonadota|c__Chthonomonadia|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Chthonomonas_calidirosea	144	0.002
285	k__Bacillati|p__Armatimonadota|c__Fimbriimonadia	565	0.009
286	k__Bacillati|p__Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales	560	0.009
287	k__Bacillati|p__Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae	559	0.009
288	k__Bacillati|p__Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Fimbriimonas	563	0.009
289	k__Bacillati|p__Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Fimbriimonas|s__Fimbriimonas_ginsengisoli	568	0.009
290	k__Bacillati|p__Armatimonadota|c__Armatimonadia	956	0.015
291	k__Bacillati|p__Armatimonadota|c__Armatimonadia|o__Capsulimonadales	952	0.015
292	k__Bacillati|p__Armatimonadota|c__Armatimonadia|o__Capsulimonadales|f__Capsulimonadaceae	940	0.015
293	k__Bacillati|p__Armatimonadota|c__Armatimonadia|o__Capsulimonadales|f__Capsulimonadaceae|g__Capsulimonas	948	0.015
294	k__Bacillati|p__Armatimonadota|c__Armatimonadia|o__Capsulimonadales|f__Capsulimonadaceae|g__Capsulimonas|s__Capsulimonas_corticalis	947	0.015
295	k__Bacillati|p__Chloroflexota	8814	0.137
296	k__Bacillati|p__Chloroflexota|c__Candidatus_Thermofontia	183	0.003
297	k__Bacillati|p__Chloroflexota|c__Candidatus_Thermofontia|o__Phototrophicales	178	0.003
298	k__Bacillati|p__Chloroflexota|c__Candidatus_Thermofontia|o__Phototrophicales|f__Phototrophicaceae	180	0.003
299	k__Bacillati|p__Chloroflexota|c__Candidatus_Thermofontia|o__Phototrophicales|f__Phototrophicaceae|g__Phototrophicus	179	0.003
300	k__Bacillati|p__Chloroflexota|c__Candidatus_Thermofontia|o__Phototrophicales|f__Phototrophicaceae|g__Phototrophicus|s__Phototrophicus_methaneseepsis	176	0.003
301	k__Bacillati|p__Chloroflexota|c__Ktedonobacteria	443	0.007
302	k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales	442	0.007
303	k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae	447	0.007
304	k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae|g__Ktedonosporobacter	447	0.007
305	k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae|g__Ktedonosporobacter|s__Ktedonosporobacter_rubrisoli	442	0.007
306	k__Bacillati|p__Chloroflexota|c__Anaerolineae	414	0.006
307	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales	407	0.006
308	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	417	0.006
309	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Thermanaerothrix	2	0.0
310	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Thermanaerothrix|s__Thermanaerothrix_solaris	2	0.0
311	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Candidatus_Brevifilum	77	0.001
312	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Candidatus_Brevifilum|s__Candidatus_Brevifilum_fermentans	82	0.001
313	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Pelolinea	136	0.002
314	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Pelolinea|s__Pelolinea_submarina	137	0.002
315	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolinea	179	0.003
316	k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolinea|s__Anaerolinea_thermophila	186	0.003
317	k__Bacillati|p__Chloroflexota|c__Caldilineae	531	0.008
318	k__Bacillati|p__Chloroflexota|c__Caldilineae|o__Caldilineales	527	0.008
319	k__Bacillati|p__Chloroflexota|c__Caldilineae|o__Caldilineales|f__Caldilineaceae	523	0.008
320	k__Bacillati|p__Chloroflexota|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea	523	0.008
321	k__Bacillati|p__Chloroflexota|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea|s__Caldilinea_aerophila	518	0.008
322	k__Bacillati|p__Chloroflexota|c__Thermoflexia	519	0.008
323	k__Bacillati|p__Chloroflexota|c__Thermoflexia|o__Thermoflexales	525	0.008
324	k__Bacillati|p__Chloroflexota|c__Thermoflexia|o__Thermoflexales|f__Thermoflexaceae	525	0.008
325	k__Bacillati|p__Chloroflexota|c__Thermoflexia|o__Thermoflexales|f__Thermoflexaceae|g__Thermoflexus	516	0.008
326	k__Bacillati|p__Chloroflexota|c__Thermoflexia|o__Thermoflexales|f__Thermoflexaceae|g__Thermoflexus|s__Thermoflexus_hugenholtzii	506	0.008
327	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia	609	0.009
328	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Candidatus_Lucifugimonadales	76	0.001
329	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Candidatus_Lucifugimonadales|f__Candidatus_Lucifugimonadaceae	76	0.001
330	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Candidatus_Lucifugimonadales|f__Candidatus_Lucifugimonadaceae|g__Candidatus_Lucifugimonas	71	0.001
331	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Candidatus_Lucifugimonadales|f__Candidatus_Lucifugimonadaceae|g__Candidatus_Lucifugimonas|s__Candidatus_Lucifugimonas_marina	77	0.001
332	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales	534	0.008
333	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae	521	0.008
334	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides	81	0.001
335	k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides_sp._UCH007	1	0.0
